UF;Cidade;Bairro
SP;Ferraz de Vasconcelos;Jardim do Papai
SP;Ferraz de Vasconcelos;Jardim Júlio de Carvalho
SP;Ferraz de Vasconcelos;Conjunto Residencial Presidente Castello Branco
SP;Ferraz de Vasconcelos;Vila Santo Antônio
SP;Ferraz de Vasconcelos;Vila Ayda
SP;Ferraz de Vasconcelos;Vila Alayde
SP;Ferraz de Vasconcelos;Vila Zita
SP;Ferraz de Vasconcelos;Jardim Primavera
SP;Ferraz de Vasconcelos;Vila Solar
SP;Ferraz de Vasconcelos;Conjunto Residencial Bandeirantes
SP;Ferraz de Vasconcelos;Jardim Santa Rosa
SP;Ferraz de Vasconcelos;Jardim Brígida
SP;Ferraz de Vasconcelos;Jardim Angelina
SP;Ferraz de Vasconcelos;Parque Santa Laura
SP;Ferraz de Vasconcelos;Vila Mariana
SP;Ferraz de Vasconcelos;Jardim Rosana
SP;Ferraz de Vasconcelos;Vila Joana D'Arc
SP;Ferraz de Vasconcelos;Núcleo Itaim
SP;Ferraz de Vasconcelos;Jardim São Miguel
SP;Ferraz de Vasconcelos;Jardim Recanto dos Pássaros
SP;Ferraz de Vasconcelos;Vila Loanda
SP;Ferraz de Vasconcelos;Jardim Hernandez
SP;Ferraz de Vasconcelos;Vila Pereira
SP;Ferraz de Vasconcelos;Jardim Lourdes
SP;Ferraz de Vasconcelos;Jardim Renata
SP;Ferraz de Vasconcelos;Jardim Barão
SP;Ferraz de Vasconcelos;Jardim São Fernando
SP;Ferraz de Vasconcelos;Chácara Laguna
SP;Ferraz de Vasconcelos;CDHU Fazenda Itajuíbe
SP;Ferraz de Vasconcelos;Jardim Mercedes
SP;Ferraz de Vasconcelos;Jardim São Lázaro
SP;Ferraz de Vasconcelos;Jardim Luiz Mauro
SP;Ferraz de Vasconcelos;Cidade Kemel
SP;Ferraz de Vasconcelos;Vila Jurema
SP;Ferraz de Vasconcelos;Jardim Helena
SP;Ferraz de Vasconcelos;Vila Santa Margarida
SP;Ferraz de Vasconcelos;Jardim Temporim
SP;Ferraz de Vasconcelos;Jardim Pérola
SP;Ferraz de Vasconcelos;Vila Arbame
SP;Ferraz de Vasconcelos;Jardim Amalfi
SP;Ferraz de Vasconcelos;Jardim São João
SP;Ferraz de Vasconcelos;Vila Maria Rosa
SP;Ferraz de Vasconcelos;Jardim Ipanema
SP;Ferraz de Vasconcelos;Parque Dourado
SP;Ferraz de Vasconcelos;Jardim Europa
SP;Ferraz de Vasconcelos;Parque São Francisco
SP;Ferraz de Vasconcelos;Vila Jamil
SP;Ferraz de Vasconcelos;Jardim Dayse
SP;Ferraz de Vasconcelos;Vila Ana Maria
SP;Ferraz de Vasconcelos;Jardim São Luiz
SP;Ferraz de Vasconcelos;Tanquinho
SP;Ferraz de Vasconcelos;Jardim Alice
SP;Ferraz de Vasconcelos;Vila Andeyara
SP;Ferraz de Vasconcelos;Vila Central
SP;Ferraz de Vasconcelos;Jardim TV
SP;Ferraz de Vasconcelos;Jardim Vista Alegre
SP;Ferraz de Vasconcelos;Jardim Tinoco
SP;Ferraz de Vasconcelos;Jardim José Ferreira
SP;Ferraz de Vasconcelos;Jardim Bela Vista
SP;Ferraz de Vasconcelos;Vila do Americano
SP;Ferraz de Vasconcelos;Vila Sofia
SP;Ferraz de Vasconcelos;Jardim Oséias Genuíno
SP;Ferraz de Vasconcelos;Jardim Planalto Bancário
SP;Ferraz de Vasconcelos;Jardim Leila
SP;Ferraz de Vasconcelos;Jardim Capim-Guassu
SP;Ferraz de Vasconcelos;Vila Andrea
SP;Ferraz de Vasconcelos;Jardim Soeiro
SP;Ferraz de Vasconcelos;Jardim Triângulo
SP;Ferraz de Vasconcelos;Jardim Nossa Senhora do Caminho
SP;Ferraz de Vasconcelos;Conjunto Residencial Itajuíbe
SP;Ferraz de Vasconcelos;Chácara Quinze de Novembro
SP;Ferraz de Vasconcelos;Vila das Nações
SP;Ferraz de Vasconcelos;Parque São Judas Tadeu
SP;Ferraz de Vasconcelos;Jardim Nove de Julho
SP;Ferraz de Vasconcelos;Jardim Figueiredo
SP;Ferraz de Vasconcelos;Jardim Eugênia
SP;Ferraz de Vasconcelos;Loteamento Baxmann
SP;Ferraz de Vasconcelos;Jardim Vico
SP;Ferraz de Vasconcelos;Jardim São Judas Tadeu
SP;Ferraz de Vasconcelos;Vila Leite
SP;Ferraz de Vasconcelos;Vila Pery
SP;Ferraz de Vasconcelos;Jardim Planalto
SP;Ferraz de Vasconcelos;Jardim Freire
SP;Ferraz de Vasconcelos;Jardim Malda
SP;Ferraz de Vasconcelos;Jardim Nova Cidade
SP;Ferraz de Vasconcelos;Área Rural de Ferraz de Vasconcelos
SP;Ferraz de Vasconcelos;Parque Atlântica
SP;Ferraz de Vasconcelos;Vila das Roseiras
SP;Ferraz de Vasconcelos;Jardim Lozano
SP;Ferraz de Vasconcelos;Jardim Anchieta
SP;Ferraz de Vasconcelos;Jardim Faleiros
SP;Ferraz de Vasconcelos;Vila Panucce
SP;Ferraz de Vasconcelos;Jardim Santa Izabel
SP;Ferraz de Vasconcelos;Jardim São Carlos
SP;Ferraz de Vasconcelos;Jardim Santiago
SP;Ferraz de Vasconcelos;Jardim Ayres
SP;Ferraz de Vasconcelos;Vila São João
SP;Flora Rica;Terminal Rodoviario
SP;Flora Rica;Centro
SP;Floreal;Centro
SP;Flórida Paulista;Atlântida/Atlântida
SP;Flórida Paulista;Atlântida
SP;Flórida Paulista;Centro
SP;Flórida Paulista;Indaiá do Aguapeí/Indaiá do Aguapeí
SP;Flórida Paulista;Indaiá do Aguapeí
SP;Franca;Prolongamento Vila Santa Cruz
SP;Franca;Parque Moema
SP;Franca;Residencial Baldassari
SP;Franca;Prolongamento Vila Duque de Caxias
SP;Franca;Residencial Zanetti
SP;Franca;Jardim Integração
SP;Franca;Vila Nossa Senhora das Graças
SP;Franca;Jardim Redentor
SP;Franca;Jardim Aeroporto III
SP;Franca;Residencial Júlio D'Élia
SP;Franca;Parque das Esmeraldas
SP;Franca;Centro
SP;Franca;Recanto Elimar
SP;Franca;Vila Totoli
SP;Franca;Residencial Irineu Zanetti
SP;Franca;Jardim Dermínio
SP;Franca;Jardim Anita
SP;Franca;Prolongamento Parque das Esmeraldas
SP;Franca;Jardim Alvorada
SP;Franca;Residencial Paraíso
SP;Franca;Jardim Luiza
SP;Franca;Estação
SP;Franca;Residencial São Vicente
SP;Franca;Residencial Meireles
SP;Franca;Vila Santa Terezinha
SP;Franca;Jardim do Éden
SP;Franca;Parque dos Lima
SP;Franca;Residencial Itapuã
SP;Franca;Villa Real
SP;Franca;Jardim Santana
SP;Franca;Jardim Conceição Leite
SP;Franca;Jardim Santa Lúcia
SP;Franca;Jardim Paulistano
SP;Franca;Jardim Adelinha
SP;Franca;Vila Nossa Senhora de Fátima
SP;Franca;Jardim Luiza II
SP;Franca;Jardim Três Colinas
SP;Franca;Distrito Industrial Abdalla Hajel
SP;Franca;Jardim João Liporoni
SP;Franca;Distrito Industrial Onofre Jacometi
SP;Franca;São José
SP;Franca;Jardim Piratininga
SP;Franca;Distrito Industrial Antônio Della - Torre
SP;Franca;Jardim Palestina
SP;Franca;Residencial Nosso Lar
SP;Franca;Jardim Palma
SP;Franca;São Joaquim
SP;Franca;Jardim Consolação
SP;Franca;City Petrópolis
SP;Franca;Jardim Nossa Senhora das Graças
SP;Franca;Residencial Colina do Espraiado
SP;Franca;Jardim Botânico
SP;Franca;Parque do Horto
SP;Franca;Vila Exposição
SP;Franca;Village Santa Georgina
SP;Franca;Vila Champagnat
SP;Franca;Vila Chico Júlio
SP;Franca;Vila Santos Dumont
SP;Franca;Villaggio Di Firenze
SP;Franca;Jardim Tropical II
SP;Franca;Jardim Aeroporto I
SP;Franca;Residencial Chico Neca
SP;Franca;Cidade Nova
SP;Franca;Jardim Portinari
SP;Franca;Recanto do Itambé
SP;Franca;Jardim Noêmia
SP;Franca;Residencial Jardim Vera Cruz
SP;Franca;Veredas de Franca
SP;Franca;Parque Vicente Leporace I
SP;Franca;Jardim Boa Esperança
SP;Franca;Esplanada Primo Meneghetti II
SP;Franca;Esplanada Primo Meneghetti
SP;Franca;Prolongamento Jardim Aeroporto I
SP;Franca;Jardim São Vicente
SP;Franca;Jardim Doutor Antônio Petráglia
SP;Franca;Jardim Cambuí
SP;Franca;Recanto Fortuna
SP;Franca;Residencial José de Carlos
SP;Franca;Jardim Vera Cruz III
SP;Franca;Residencial Ferracini
SP;Franca;Loteamento Quinta do Oeste
SP;Franca;Vila São Sebastião
SP;Franca;Residencial Parque dos Pássaros
SP;Franca;Jardim Panorama
SP;Franca;Jardim Piratininga II
SP;Franca;Residencial Palermo
SP;Franca;Residencial Palermo City
SP;Franca;Jardim São Luiz II
SP;Franca;Jardim Riviera
SP;Franca;Vila Monte Verde
SP;Franca;Residencial Ana Dorothéa
SP;Franca;Prolongamento Residencial Ana Dorothéa
SP;Franca;Franca Pólo Club
SP;Franca;Chácaras Residenciais Ana Dorothéa
SP;Franca;Residencial São Jerônimo
SP;Franca;Jardim Aeroporto II
SP;Franca;Parque do Castelo
SP;Franca;Jardim Marambaia
SP;Franca;Parque São Jorge
SP;Franca;Residencial Moreira Júnior
SP;Franca;Higienópolis
SP;Franca;Vila Nicácio
SP;Franca;Vila Hípica
SP;Franca;Jardim Santa Bárbara
SP;Franca;Condominio Residencial Bernardino Pucci
SP;Franca;Villagio Mundo Novo
SP;Franca;Parque Universitário
SP;Franca;Villa Piemonte I
SP;Franca;Villa Piemonte II
SP;Franca;Parque Dom Pedro I
SP;Franca;Prolongamento Jardim Aeroporto II
SP;Franca;Jardim Pulicano
SP;Franca;Parque Santa Adélia
SP;Franca;Chácara Ouro Verde
SP;Franca;Residencial Antônio Gonzáles
SP;Franca;Vila Santo Antônio
SP;Franca;Jardim Brasilândia
SP;Franca;Vila Regina
SP;Franca;Parque Santa Hilda
SP;Franca;Parque dos Ipês
SP;Franca;Jardim São Gabriel
SP;Franca;Chácaras São Paulo
SP;Franca;Recreio Campo Belo
SP;Franca;Prolongamento Jardim Doutor Antônio Petráglia
SP;Franca;Jardim Monte Carlo
SP;Franca;Prolongamento Jardim Ângela Rosa
SP;Franca;Jardim das Palmeiras
SP;Franca;Village do Sol
SP;Franca;Jardim Santa Efigênia
SP;Franca;Prolongamento Recanto Elimar
SP;Franca;Vila Scarabucci
SP;Franca;Prolongamento Jardim Flórida
SP;Franca;Residencial Rodrigo Salloum
SP;Franca;Jardim Francano
SP;Franca;Residencial São Domingos
SP;Franca;Polo Industrial Abilio Nogueira
SP;Franca;Pólo Industrial Amazonas
SP;Franca;Vila Santa Cruz
SP;Franca;Jardim Paineiras
SP;Franca;Prolongamento Vila Aparecida II
SP;Franca;Vila Aparecida
SP;Franca;Jardim Roselândia
SP;Franca;Miramontes
SP;Franca;Residencial Jovita de Melo
SP;Franca;Jardim Pinheiros I
SP;Franca;Villa São Vicente
SP;Franca;Recanto Campestre Ouro Verde
SP;Franca;Jardim Flórida
SP;Franca;Vila Flores
SP;Franca;Santo Agostinho
SP;Franca;Jardim Califórnia
SP;Franca;Jardim Tropical
SP;Franca;Recanto Capitão Heliodoro
SP;Franca;Chácara Santo Antônio
SP;Franca;Residencial Dourado
SP;Franca;Residencial Amazonas
SP;Franca;Jardim Bethânia
SP;Franca;Residencial Villaggio San Rafaello
SP;Franca;Parque das Árvores
SP;Franca;Vila Rezende
SP;Franca;Jardim São Francisco
SP;Franca;Residencial Peres Elias
SP;Franca;Vila Industrial
SP;Franca;Residencial Atlanta Park
SP;Franca;Jardim Maria Gabriela
SP;Franca;Vila Formosa
SP;Franca;Jardim Samello Woods
SP;Franca;Jardim Centenário
SP;Franca;Parque Franville
SP;Franca;Parque do Mirante
SP;Franca;Morada do Sol
SP;Franca;Parque Residencial Nova Franca
SP;Franca;Polo Industrial São Bernardo
SP;Franca;Villa Toscana
SP;Franca;Parque Residencial Santa Maria
SP;Franca;Jardim Maria Rosa
SP;Franca;Recanto Bom Jardim
SP;Franca;Jardim Bonsucesso
SP;Franca;Recanto Elimar II
SP;Franca;Parque Francal
SP;Franca;Jardim Zelinda
SP;Franca;Residencial San Diego
SP;Franca;Prolongamento Vila Industrial
SP;Franca;Núcleo Agrícola Alpha
SP;Franca;Jardim Barão
SP;Franca;Parque Doutor Carrão
SP;Franca;Jardim Simões
SP;Franca;Vila Coronel Antônio J Sobrinho
SP;Franca;Jardim Aviação
SP;Franca;Vila Santa Luzia
SP;Franca;Jardim Pinheiros II
SP;Franca;Residencial Olavo Pinheiro
SP;Franca;Vila Europa
SP;Franca;Jardim Aeroporto IV
SP;Franca;Village São Vicente
SP;Franca;Residencial Santa Clara
SP;Franca;Vila Marta
SP;Franca;Jardim Paulista
SP;Franca;Jardim São Luiz
SP;Franca;Jardim Lima
SP;Franca;Jardim Ipanema
SP;Franca;Vila Imperador
SP;Franca;Parque Continental
SP;Franca;Villa Santa Gianna
SP;Franca;Vale Belo
SP;Franca;Vale da Lua Azul
SP;Franca;Residencial Oswaldo Maciel
SP;Franca;Parque Fremont
SP;Franca;Vila Santa Helena
SP;Franca;Jardim Espraiado
SP;Franca;Belvedere Bandeirante
SP;Franca;Residencial São Paulo II
SP;Franca;Jardim Samello V
SP;Franca;Jardim Seminário
SP;Franca;Prolongamento Jardim Lima
SP;Franca;Parque Mundo Novo
SP;Franca;Jardim Planalto
SP;Franca;Vila Santa Maria do Carmo
SP;Franca;Parque Progresso
SP;Franca;Parque João Leite
SP;Franca;São Miguel
SP;Franca;Boa Vista
SP;Franca;Parque Florestal
SP;Franca;Jardim Castelo Soberano
SP;Franca;Jardim Ângela Rosa
SP;Franca;Jardim Paraty
SP;Franca;Morada do Verde
SP;Franca;Jardim Veneza
SP;Franca;Jardim Martins
SP;Franca;Vila Santa Rita
SP;Franca;Conjunto Habitacional Antonio Marcos Kaluf
SP;Franca;Jardim Elisa
SP;Franca;Residencial São Tomaz
SP;Franca;Jardim Samel Park
SP;Franca;Jardim Líbano
SP;Franca;Jardim Brasil
SP;Franca;Residencial Olivito
SP;Franca;Residencial Engenho Queimado
SP;Franca;Jardim Samello IV
SP;Franca;Parque dos Pinhais
SP;Franca;Conjunto Habitacional Octávio Cilurzo
SP;Franca;Vila Pandolfo
SP;Franca;Chácara Espraiado
SP;Franca;Jardim Primavera
SP;Franca;Vila Raycos
SP;Franca;Parque das Águas
SP;Franca;Residencial Anna Terra
SP;Franca;Área Rural de Franca
SP;Francisco Morato;Jardim Santo Antônio
SP;Francisco Morato;Jardim Nossa Senhora do Rosário
SP;Francisco Morato;Jardim Nossa Senhora Aparecida
SP;Francisco Morato;Jardim Vassouras
SP;Francisco Morato;Jardim Silvia
SP;Francisco Morato;Jardim Rosa
SP;Francisco Morato;Belém Capela
SP;Francisco Morato;Jardim Elba
SP;Francisco Morato;Jardim Santa Catarina
SP;Francisco Morato;Jardim Alegria
SP;Francisco Morato;Jardim Vassouras II
SP;Francisco Morato;Jardim Sinobe
SP;Francisco Morato;Residencial Casa Grande I
SP;Francisco Morato;Jardim Olga
SP;Francisco Morato;Parque Cento e Vinte
SP;Francisco Morato;Jardim Arpoador
SP;Francisco Morato;Chácaras e Ranchos Córrego das Favas
SP;Francisco Morato;Jardim São João
SP;Francisco Morato;Chácara das Cascatas
SP;Francisco Morato;Jardim Bandeirantes
SP;Francisco Morato;Jardim Professor Francisco Morato
SP;Francisco Morato;Centro
SP;Francisco Morato;Parque Paulista
SP;Francisco Morato;Jardim São José
SP;Francisco Morato;Jardim Liliane
SP;Francisco Morato;Vila Capua
SP;Francisco Morato;Jardim
SP;Francisco Morato;Recanto Soraya
SP;Francisco Morato;Parque Belém
SP;Francisco Morato;Jardim Nova Esperança
SP;Francisco Morato;Residencial São Luis
SP;Francisco Morato;Recanto Feliz
SP;Francisco Morato;Parque Água Vermelha
SP;Francisco Morato;Jardim Nova Morada
SP;Francisco Morato;Jardim Santa Rosa
SP;Francisco Morato;Chácara Martha
SP;Francisco Morato;Residencial Casa Grande II
SP;Francisco Morato;Jardim Buenos Aires
SP;Francisco Morato;Jardim Flórida
SP;Francisco Morato;Jardim Nova Belém
SP;Francisco Morato;Jardim Santa Helena
SP;Francisco Morato;Estância Belém
SP;Francisco Morato;Jardim Asturias
SP;Francisco Morato;Jardim Alpino
SP;Francisco Morato;Vila Guilherme
SP;Francisco Morato;Área Rural de Francisco Morato
SP;Francisco Morato;Jardim Luíza
SP;Francisco Morato;Jardim Planalto do Belém
SP;Francisco Morato;Chácaras R S Aleixo
SP;Francisco Morato;Parque Morumbi
SP;Francisco Morato;Jardim Gennari
SP;Francisco Morato;Jardim Cachoeira
SP;Francisco Morato;Jardim Vassouras I
SP;Francisco Morato;Jardim Ouro Preto
SP;Francisco Morato;Vila Natal
SP;Francisco Morato;Residencial União dos Palmares
SP;Francisco Morato;Parque São Joaquim
SP;Francisco Morato;Belém Estação
SP;Francisco Morato;Jardim Eliza
SP;Francisco Morato;Jardim Rogerio Levorin
SP;Francisco Morato;Vila Maria Luiza
SP;Francisco Morato;Vila Rossi
SP;Francisco Morato;Vila Suiça
SP;Francisco Morato;Parque Climateric Rolland
SP;Francisco Morato;Jardim Alexandra
SP;Francisco Morato;Jardim Eglen
SP;Francisco Morato;Jardim Vagliengo
SP;Francisco Morato;Jardim Bom Sucesso
SP;Francisco Morato;Jardim Meu Recanto
SP;Francisco Morato;Vila Borges
SP;Francisco Morato;Parque Santana
SP;Francisco Morato;Núcleo João Jungle
SP;Francisco Morato;Jardim Constância
SP;Francisco Morato;Chácara Campininha
SP;Francisco Morato;Jardim Antomar
SP;Francisco Morato;Recanto Regina
SP;Francisco Morato;Jardim Virginia
SP;Francisco Morato;Jardim São Severino
SP;Francisco Morato;Vila Sileia
SP;Francisco Morato;Vila São Jorge
SP;Francisco Morato;Portal do Lago
SP;Francisco Morato;Vila Heloísa
SP;Francisco Morato;Jardim Ferrão
SP;Francisco Morato;Jardim Magalhães
SP;Francisco Morato;Jardim Anita
SP;Francisco Morato;Chácara Alto de Belém
SP;Francisco Morato;Moinho
SP;Francisco Morato;Chácara Santo Antônio
SP;Francisco Morato;Jardim Primavera
SP;Francisco Morato;Vila Primavera
SP;Francisco Morato;Chácara Moreira
SP;Franco da Rocha;Companhia Fazenda Belém
SP;Franco da Rocha;Parque Vitória
SP;Franco da Rocha;Cristal Parque
SP;Franco da Rocha;Jardim dos Lagos
SP;Franco da Rocha;Villa Verde
SP;Franco da Rocha;Jardim dos Bandeirantes
SP;Franco da Rocha;Parque Pretoria
SP;Franco da Rocha;Pouso Alegre
SP;Franco da Rocha;Sitio Borda da Mata
SP;Franco da Rocha;Jardim Alice
SP;Franco da Rocha;Jardim Cruzeiro
SP;Franco da Rocha;Campos de São Benedito
SP;Franco da Rocha;Sitio Marilene
SP;Franco da Rocha;Vila Artur Sestini
SP;Franco da Rocha;Jardim Progresso
SP;Franco da Rocha;Vila Humbelina
SP;Franco da Rocha;Pólo Industrial
SP;Franco da Rocha;Vila Rosalina
SP;Franco da Rocha;Vila Olinda
SP;Franco da Rocha;Centro
SP;Franco da Rocha;Vila Bela
SP;Franco da Rocha;Vila Santista
SP;Franco da Rocha;Jardim União
SP;Franco da Rocha;Vila Guarani
SP;Franco da Rocha;Vila Ramos
SP;Franco da Rocha;Vila Leopolis
SP;Franco da Rocha;Vila Zanela
SP;Franco da Rocha;Parque Paulista
SP;Franco da Rocha;Parque dos Eucaliptos
SP;Franco da Rocha;Vila Rosa
SP;Franco da Rocha;Jardim Santa Filomena
SP;Franco da Rocha;Vila Irma
SP;Franco da Rocha;Vila Vera Cruz
SP;Franco da Rocha;Parque Montreal
SP;Franco da Rocha;Jardim Cedro do Líbano
SP;Franco da Rocha;Vila Cariri
SP;Franco da Rocha;Jardim Alpino
SP;Franco da Rocha;Chácaras do Rosário
SP;Franco da Rocha;Chácaras Rutina Strauss
SP;Franco da Rocha;Vila Martinho
SP;Franco da Rocha;Parque Munhos
SP;Franco da Rocha;Vila Josefina
SP;Franco da Rocha;Jardim Luciana
SP;Franco da Rocha;Jardim das Colinas
SP;Franco da Rocha;Vila Bazu
SP;Franco da Rocha;Vila Rosemeire
SP;Franco da Rocha;Chácaras Bom Tempo
SP;Franco da Rocha;Vila Maggi
SP;Franco da Rocha;Aldeia Ivoturucaia
SP;Franco da Rocha;Jardim das Jabuticabeiras
SP;Franco da Rocha;Vila São Benedito
SP;Franco da Rocha;Portal das Alamedas
SP;Franco da Rocha;Jardim dos Reis
SP;Franco da Rocha;Vila Francisco de Tulio
SP;Franco da Rocha;Jardim Benintendi
SP;Franco da Rocha;Vila Lemar
SP;Franco da Rocha;Vila Machado
SP;Franco da Rocha;Vila Carmela de Túlio
SP;Franco da Rocha;Parque Industrial
SP;Franco da Rocha;Parque Lanel
SP;Franco da Rocha;Vila Palmares
SP;Franco da Rocha;Parque Monte Verde
SP;Franco da Rocha;Vila Lanfranchi
SP;Franco da Rocha;Chácara São Luiz
SP;Franco da Rocha;Parque Monte Verde Novo
SP;Franco da Rocha;Jardim Sinki
SP;Franco da Rocha;Vila Eliza
SP;Franco da Rocha;Estância Lago Azul
SP;Franco da Rocha;Jardim Luiza
SP;Franco da Rocha;Bairro dos Penhas
SP;Franco da Rocha;Lago Azul Ortiz
SP;Franco da Rocha;Chácaras das Colinas
SP;Franco da Rocha;Parque Santa Delfa
SP;Franco da Rocha;Vila Amália
SP;Franco da Rocha;Vila Ida
SP;Franco da Rocha;Chácaras Maristela
SP;Franco da Rocha;Fazenda São Roque
SP;Franco da Rocha;Vila Margarida
SP;Franco da Rocha;Estância Green Valley
SP;Franco da Rocha;Chácaras São José
SP;Franco da Rocha;Vila dos Comerciários
SP;Franco da Rocha;Portal da Estação
SP;Franco da Rocha;Bairro da Vargem Grande
SP;Franco da Rocha;Recanto da Lapa
SP;Franco da Rocha;Vila Rodrigues
SP;Franco da Rocha;Glebas
SP;Franco da Rocha;Vila Alves
SP;Franco da Rocha;Área Rural de Franco da Rocha
SP;Gabriel Monteiro;Centro
SP;Gália;Centro
SP;Garça;Centro
SP;Garça;Centro/Jafa
SP;Garça;Jafa
SP;Gastão Vidigal;Centro
SP;Gavião Peixoto;Centro
SP;General Salgado;Centro
SP;General Salgado;Prudêncio de Morais
SP;General Salgado;Nova Palmira
SP;General Salgado;São Luiz do Japiúba
SP;General Salgado;Centro/Prudêncio de Morais
SP;Getulina;Macucos/Macucos
SP;Getulina;Centro
SP;Getulina;Santa América/Santa América
SP;Getulina;Macucos
SP;Getulina;Santa América
SP;Glicério;Centro/Juritis
SP;Glicério;Juritis
SP;Glicério;Centro
SP;Guaiçara;Centro
SP;Guaimbê;Centro
SP;Guaimbê;Fátima
SP;Guaíra;Centro
SP;Guaíra;São José do Albertópolis
SP;Guapiaçu;Centro
SP;Guapiara;Centro
SP;Guará;Centro
SP;Guará;Pioneiros
SP;Guará;Pioneiros/Pioneiros
SP;Guaraçaí;Centro
SP;Guaraci;Centro
SP;Guarantã;Centro
SP;Guararapes;Centro
SP;Guararapes;Ribeiro do Vale
SP;Guararema;Centro
SP;Guaratinguetá;Vale das Serras Residencia
SP;Guaratinguetá;Pedregulho
SP;Guaratinguetá;Jardim Bela Vista II
SP;Guaratinguetá;Portal das Colinas
SP;Guaratinguetá;Jardim Coelho Neto
SP;Guaratinguetá;Nova Guará
SP;Guaratinguetá;Parque Residencial Anna Guilhermina Rois Alves
SP;Guaratinguetá;Parque Residencial Beira Rio
SP;Guaratinguetá;São Dimas
SP;Guaratinguetá;Jardim Pérola
SP;Guaratinguetá;Jardim São Manoel
SP;Guaratinguetá;CECAP
SP;Guaratinguetá;Residencial Village Santana
SP;Guaratinguetá;Vila Paraíba
SP;Guaratinguetá;Jardim Panorama II
SP;Guaratinguetá;Parque Residencial Mirante do Vale
SP;Guaratinguetá;Jardim Modelo
SP;Guaratinguetá;Chácaras Vitória
SP;Guaratinguetá;Parque das Alamedas
SP;Guaratinguetá;Jardim Bela Vista
SP;Guaratinguetá;Loteamento Residencial Espanha
SP;Guaratinguetá;Residencial Alberto Byington
SP;Guaratinguetá;Village Mantiqueira
SP;Guaratinguetá;Condomínio Residencial Prefeito Gilberto Filippo
SP;Guaratinguetá;Loteamento Spinola Dias
SP;Guaratinguetá;Vila Rosa
SP;Guaratinguetá;Jardim Indepedência
SP;Guaratinguetá;Cooperi
SP;Guaratinguetá;Residencial COOPEMI I
SP;Guaratinguetá;Residencial Bosque das Quaresmeiras
SP;Guaratinguetá;Jardim Aeroporto
SP;Guaratinguetá;Residencial Colinas dos Resedás
SP;Guaratinguetá;Núcleo Residencial Adhemar de Barros
SP;Guaratinguetá;Chácaras Santa Edwirges
SP;Guaratinguetá;Residencial Arduíno Verreschi
SP;Guaratinguetá;Jardim Esplanada
SP;Guaratinguetá;Vila Galvão
SP;Guaratinguetá;Loteamento Chácaras Patury
SP;Guaratinguetá;Centro
SP;Guaratinguetá;Santa Rita
SP;Guaratinguetá;São Gonçalo
SP;Guaratinguetá;Vila Antunes
SP;Guaratinguetá;Campinho
SP;Guaratinguetá;Residencial Santa Bárbara
SP;Guaratinguetá;São Benedito
SP;Guaratinguetá;Vila Santa Maria
SP;Guaratinguetá;Campo do Galvão
SP;Guaratinguetá;Jardim Padroeira
SP;Guaratinguetá;Residencial Augusto Filippo
SP;Guaratinguetá;Jardim Tamandaré
SP;Guaratinguetá;Rocinha
SP;Guaratinguetá;Alto das Almas
SP;Guaratinguetá;Vila Jacobelli
SP;Guaratinguetá;Chácara Selles
SP;Guaratinguetá;Parque das Árvores
SP;Guaratinguetá;Jardim Rony
SP;Guaratinguetá;Residencial Nino
SP;Guaratinguetá;Jardim Santa Luzia
SP;Guaratinguetá;Bom Jardim III
SP;Guaratinguetá;Bom Jardim II
SP;Guaratinguetá;Bom Jardim I
SP;Guaratinguetá;Pedrinha
SP;Guaratinguetá;Parque das Garças
SP;Guaratinguetá;Jardim Alvorada
SP;Guaratinguetá;Recreio Pedrinhas
SP;Guaratinguetá;Parque São Francisco III
SP;Guaratinguetá;Parque Residencial André Broca Filho
SP;Guaratinguetá;Parque São Francisco
SP;Guaratinguetá;Pingo de Ouro
SP;Guaratinguetá;São Sebastião
SP;Guaratinguetá;Escola Especialista da Aeronáutica
SP;Guaratinguetá;Bosque dos Ipês
SP;Guaratinguetá;Vila Municipal I
SP;Guaratinguetá;Vila Indiana
SP;Guaratinguetá;Jardim França II
SP;Guaratinguetá;Vila Comendador Rodrigues Alves
SP;Guaratinguetá;Loteamento Doutor Walter Arantes
SP;Guaratinguetá;Jardim Ícaro
SP;Guaratinguetá;Vila Eliana Maria
SP;Guaratinguetá;Jardim Esperança
SP;Guaratinguetá;Parque do Sol
SP;Guaratinguetá;Beira Rio II
SP;Guaratinguetá;Jardim do Vale
SP;Guaratinguetá;Jardim do Vale II
SP;Guaratinguetá;Chácaras Piagui
SP;Guaratinguetá;Loteamento Chácaras Santana
SP;Guaratinguetá;Jardim Primavera
SP;Guaratinguetá;Engenheiro Neiva
SP;Guaratinguetá;Condomínio Residencial Santa Mônica
SP;Guaratinguetá;Vila Santa Rita
SP;Guaratinguetá;Vila Guará
SP;Guaratinguetá;Vila São José
SP;Guaratinguetá;Internacional Park
SP;Guaratinguetá;Vila Regina
SP;Guaratinguetá;Vila São Bento
SP;Guaratinguetá;Chácaras Santa Maria I
SP;Guaratinguetá;Vila Bela
SP;Guaratinguetá;Belveder Clube dos 500
SP;Guaratinguetá;Jardim Vista Alegre
SP;Guaratinguetá;Granja Patury
SP;Guaratinguetá;Vila Ofélia
SP;Guaratinguetá;Residencial Shangri-La
SP;Guaratinguetá;Vila Alves
SP;Guaratinguetá;Pedreira
SP;Guaratinguetá;Vila Frei Galvão
